CandidateName,AppliedRole,FunnelStage,StageOrder,Status,InterviewDate,Panelist,PanelistFatigueFlag,FeedbackText,RejectionReason,ResumeScore
Candidate 111,Software Engineer,Screening,1,Passed,2025-10-30,,No,,,9
Candidate 111,Software Engineer,Online Assessment,2,Passed,2025-11-01,,No,,,9
Candidate 111,Software Engineer,Technical Interview,3,Passed,2025-11-07,Panelist 8,No,Struggled with edge cases in coding round.,,9
Candidate 111,Software Engineer,Managerial Interview,4,Passed,2025-11-10,Panelist 14,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 111,Software Engineer,Offer,5,Passed,2025-11-15,,No,,,9
Candidate 111,Software Engineer,Offer,6,Accepted,2025-11-15,HR Team,No,Offer accepted.,,9
Candidate 112,Software Engineer,Screening,1,Passed,2025-10-20,,No,,,7
Candidate 112,Software Engineer,Online Assessment,2,Passed,2025-10-22,,No,,,7
Candidate 112,Software Engineer,Technical Interview,3,Passed,2025-10-25,Panelist 16,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 112,Software Engineer,Managerial Interview,4,Rejected,2025-10-25,Panelist 22,No,"Strong problem-solving, explained API design well.",Cultural misfit,7
Candidate 113,Software Engineer,Screening,1,Passed,2025-09-24,,No,,,7
Candidate 113,Software Engineer,Online Assessment,2,Passed,2025-09-30,,No,,,7
Candidate 113,Software Engineer,Technical Interview,3,Passed,2025-10-07,Panelist 12,No,"Strong problem-solving, explained API design well.",,7
Candidate 113,Software Engineer,Managerial Interview,4,Passed,2025-10-12,Panelist 8,No,Needs improvement in communication.,,7
Candidate 113,Software Engineer,Offer,5,Rejected,2025-10-12,,No,,Role withdrawn,7
Candidate 114,Software Engineer,Screening,1,Passed,2025-10-27,,No,,,10
Candidate 114,Software Engineer,Online Assessment,2,Passed,2025-10-28,,No,,,10
Candidate 114,Software Engineer,Technical Interview,3,Rejected,2025-10-28,Panelist 4,No,Needs improvement in code clarity.,No show/interview abandoned,10
Candidate 115,Software Engineer,Screening,1,Passed,2025-09-24,,No,,,4
Candidate 115,Software Engineer,Online Assessment,2,Rejected,2025-09-24,,No,,Poor skill match,4
Candidate 116,Software Engineer,Screening,1,Passed,2025-10-27,,No,,,8
Candidate 116,Software Engineer,Online Assessment,2,Passed,2025-10-28,,No,,,8
Candidate 116,Software Engineer,Technical Interview,3,Rejected,2025-10-28,Panelist 8,No,"Strong problem-solving, explained API design well.",No show/interview abandoned,8
Candidate 117,Software Engineer,Screening,1,Passed,2025-10-05,,No,,,6
Candidate 117,Software Engineer,Online Assessment,2,Rejected,2025-10-05,,No,,Poor skill match,6
Candidate 118,Software Engineer,Screening,1,Passed,2025-09-21,,No,,,10
Candidate 118,Software Engineer,Online Assessment,2,Passed,2025-09-28,,No,,,10
Candidate 118,Software Engineer,Technical Interview,3,Rejected,2025-09-28,Panelist 16,No,"Strong problem-solving, explained DP well.",Poor skill match,10
Candidate 119,Software Engineer,Screening,1,Passed,2025-10-30,,No,,,9
Candidate 119,Software Engineer,Online Assessment,2,Passed,2025-11-02,,No,,,9
Candidate 119,Software Engineer,Technical Interview,3,Passed,2025-11-09,Panelist 3,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 119,Software Engineer,Managerial Interview,4,Passed,2025-11-10,Panelist 21,No,Needs improvement in code clarity.,,9
Candidate 119,Software Engineer,Offer,5,Passed,2025-11-13,,No,,,9
Candidate 119,Software Engineer,Offer,6,Accepted,2025-11-13,HR Team,No,Offer accepted.,,9
Candidate 120,Software Engineer,Screening,1,Passed,2025-09-04,,No,,,6
Candidate 120,Software Engineer,Online Assessment,2,Passed,2025-09-09,,No,,,6
Candidate 120,Software Engineer,Technical Interview,3,Passed,2025-09-14,Panelist 24,No,"Strong problem-solving, explained API design well.",,6
Candidate 120,Software Engineer,Managerial Interview,4,Rejected,2025-09-14,Panelist 3,No,Struggled with edge cases in coding round.,No show/interview abandoned,6
Candidate 121,Software Engineer,Screening,1,Passed,2025-09-16,,No,,,8
Candidate 121,Software Engineer,Online Assessment,2,Rejected,2025-09-16,,No,,Poor skill match,8
Candidate 122,Software Engineer,Screening,1,Passed,2025-10-27,,No,,,10
Candidate 122,Software Engineer,Online Assessment,2,Passed,2025-11-02,,No,,,10
Candidate 122,Software Engineer,Technical Interview,3,Passed,2025-11-03,Panelist 24,No,"Great cultural fit, asked thoughtful questions.",,10
Candidate 122,Software Engineer,Managerial Interview,4,Passed,2025-11-06,Panelist 17,No,"Strong problem-solving, explained DP well.",,10
Candidate 122,Software Engineer,Offer,5,Passed,2025-11-07,,No,,,10
Candidate 122,Software Engineer,Offer,6,Accepted,2025-11-07,HR Team,No,Offer accepted.,,10
Candidate 123,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,7
Candidate 123,Software Engineer,Online Assessment,2,Passed,2025-10-19,,No,,,7
Candidate 123,Software Engineer,Technical Interview,3,Passed,2025-10-25,Panelist 25,No,"Strong problem-solving, explained DP well.",,7
Candidate 123,Software Engineer,Managerial Interview,4,Rejected,2025-10-25,Panelist 23,No,Struggled with edge cases in coding round.,No show/interview abandoned,7
Candidate 124,Software Engineer,Screening,1,Passed,2025-11-04,,No,,,3
Candidate 124,Software Engineer,Online Assessment,2,Rejected,2025-11-04,,No,,Insufficient experience,3
Candidate 125,Software Engineer,Screening,1,Passed,2025-09-17,,No,,,6
Candidate 125,Software Engineer,Online Assessment,2,Rejected,2025-09-17,,No,,No show/interview abandoned,6
Candidate 126,Software Engineer,Screening,1,Passed,2025-10-08,,No,,,8
Candidate 126,Software Engineer,Online Assessment,2,Passed,2025-10-11,,No,,,8
Candidate 126,Software Engineer,Technical Interview,3,Passed,2025-10-15,Panelist 11,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 126,Software Engineer,Managerial Interview,4,Rejected,2025-10-15,Panelist 11,No,"Great cultural fit, asked thoughtful questions.",Insufficient experience,8
Candidate 127,Software Engineer,Screening,1,Passed,2025-09-22,,No,,,10
Candidate 127,Software Engineer,Online Assessment,2,Rejected,2025-09-22,,No,,Code test failed,10
Candidate 128,Software Engineer,Screening,1,Passed,2025-09-09,,No,,,10
Candidate 128,Software Engineer,Online Assessment,2,Passed,2025-09-13,,No,,,10
Candidate 128,Software Engineer,Technical Interview,3,Passed,2025-09-19,Panelist 4,No,Needs improvement in communication.,,10
Candidate 128,Software Engineer,Managerial Interview,4,Passed,2025-09-25,Panelist 21,No,"Strong problem-solving, explained API design well.",,10
Candidate 128,Software Engineer,Offer,5,Passed,2025-10-02,,No,,,10
Candidate 128,Software Engineer,Offer,6,Rejected,2025-10-02,HR Team,No,Declined due to delays in process.,Delays in process,10
Candidate 129,Software Engineer,Screening,1,Passed,2025-10-27,,No,,,7
Candidate 129,Software Engineer,Online Assessment,2,Passed,2025-10-30,,No,,,7
Candidate 129,Software Engineer,Technical Interview,3,Passed,2025-11-02,Panelist 7,No,"Strong problem-solving, explained system design well.",,7
Candidate 129,Software Engineer,Managerial Interview,4,Passed,2025-11-09,Panelist 16,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 129,Software Engineer,Offer,5,Passed,2025-11-16,,No,,,7
Candidate 129,Software Engineer,Offer,6,Accepted,2025-11-16,HR Team,No,Offer accepted.,,7
Candidate 130,Software Engineer,Screening,1,Passed,2025-10-19,,No,,,8
Candidate 130,Software Engineer,Online Assessment,2,Passed,2025-10-23,,No,,,8
Candidate 130,Software Engineer,Technical Interview,3,Passed,2025-10-26,Panelist 9,No,"Great cultural fit, asked thoughtful questions.",,8
Candidate 130,Software Engineer,Managerial Interview,4,Passed,2025-11-02,Panelist 25,No,Needs improvement in communication.,,8
Candidate 130,Software Engineer,Offer,5,Rejected,2025-11-02,,No,,Insufficient experience,8
Candidate 131,Software Engineer,Screening,1,Passed,2025-09-30,,No,,,4
Candidate 131,Software Engineer,Online Assessment,2,Passed,2025-10-05,,No,,,4
Candidate 131,Software Engineer,Technical Interview,3,Passed,2025-10-12,Panelist 1,No,Needs improvement in time complexity.,,4
Candidate 131,Software Engineer,Managerial Interview,4,Rejected,2025-10-12,Panelist 16,No,"Strong problem-solving, explained DP well.",Cultural misfit,4
Candidate 132,Software Engineer,Screening,1,Passed,2025-09-28,,No,,,6
Candidate 132,Software Engineer,Online Assessment,2,Passed,2025-10-01,,No,,,6
Candidate 132,Software Engineer,Technical Interview,3,Passed,2025-10-07,Panelist 2,No,Excellent domain knowledge in ML pipelines.,,6
Candidate 132,Software Engineer,Managerial Interview,4,Passed,2025-10-11,Panelist 13,No,Needs improvement in communication.,,6
Candidate 132,Software Engineer,Offer,5,Passed,2025-10-16,,No,,,6
Candidate 132,Software Engineer,Offer,6,Accepted,2025-10-16,HR Team,No,Offer accepted.,,6
Candidate 133,Software Engineer,Screening,1,Passed,2025-09-26,,No,,,7
Candidate 133,Software Engineer,Online Assessment,2,Passed,2025-10-02,,No,,,7
Candidate 133,Software Engineer,Technical Interview,3,Passed,2025-10-07,Panelist 19,No,Needs improvement in communication.,,7
Candidate 133,Software Engineer,Managerial Interview,4,Passed,2025-10-10,Panelist 8,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 133,Software Engineer,Offer,5,Passed,2025-10-11,,No,,,7
Candidate 133,Software Engineer,Offer,6,Rejected,2025-10-11,HR Team,No,Declined due to delays in process.,Delays in process,7
Candidate 134,Software Engineer,Screening,1,Passed,2025-10-07,,No,,,9
Candidate 134,Software Engineer,Online Assessment,2,Passed,2025-10-08,,No,,,9
Candidate 134,Software Engineer,Technical Interview,3,Passed,2025-10-15,Panelist 2,No,Struggled with edge cases in coding round.,,9
Candidate 134,Software Engineer,Managerial Interview,4,Passed,2025-10-18,Panelist 16,No,Needs improvement in communication.,,9
Candidate 134,Software Engineer,Offer,5,Passed,2025-10-19,,No,,,9
Candidate 134,Software Engineer,Offer,6,Accepted,2025-10-19,HR Team,No,Offer accepted.,,9
Candidate 135,Software Engineer,Screening,1,Passed,2025-09-16,,No,,,7
Candidate 135,Software Engineer,Online Assessment,2,Passed,2025-09-22,,No,,,7
Candidate 135,Software Engineer,Technical Interview,3,Passed,2025-09-27,Panelist 6,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 135,Software Engineer,Managerial Interview,4,Passed,2025-10-02,Panelist 24,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 135,Software Engineer,Offer,5,Passed,2025-10-05,,No,,,7
Candidate 135,Software Engineer,Offer,6,Accepted,2025-10-05,HR Team,No,Offer accepted.,,7
Candidate 136,Software Engineer,Screening,1,Rejected,2025-11-01,,No,,Insufficient experience,5
Candidate 137,Software Engineer,Screening,1,Passed,2025-10-24,,No,,,9
Candidate 137,Software Engineer,Online Assessment,2,Passed,2025-10-26,,No,,,9
Candidate 137,Software Engineer,Technical Interview,3,Passed,2025-10-29,Panelist 12,No,"Great cultural fit, asked thoughtful questions.",,9
Candidate 137,Software Engineer,Managerial Interview,4,Passed,2025-11-05,Panelist 19,No,"Strong problem-solving, explained API design well.",,9
Candidate 137,Software Engineer,Offer,5,Passed,2025-11-12,,No,,,9
Candidate 137,Software Engineer,Offer,6,Accepted,2025-11-12,HR Team,No,Offer accepted.,,9
Candidate 138,Software Engineer,Screening,1,Passed,2025-11-13,,No,,,8
Candidate 138,Software Engineer,Online Assessment,2,Passed,2025-11-14,,No,,,8
Candidate 138,Software Engineer,Technical Interview,3,Passed,2025-11-15,Panelist 13,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 138,Software Engineer,Managerial Interview,4,Rejected,2025-11-15,Panelist 25,No,Needs improvement in communication.,Role withdrawn,8
Candidate 139,Software Engineer,Screening,1,Passed,2025-10-11,,No,,,10
Candidate 139,Software Engineer,Online Assessment,2,Passed,2025-10-15,,No,,,10
Candidate 139,Software Engineer,Technical Interview,3,Passed,2025-10-19,Panelist 18,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 139,Software Engineer,Managerial Interview,4,Passed,2025-10-22,Panelist 5,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 139,Software Engineer,Offer,5,Passed,2025-10-28,,No,,,10
Candidate 139,Software Engineer,Offer,6,Accepted,2025-10-28,HR Team,No,Offer accepted.,,10
Candidate 140,Software Engineer,Screening,1,Passed,2025-09-10,,No,,,9
Candidate 140,Software Engineer,Online Assessment,2,Passed,2025-09-11,,No,,,9
Candidate 140,Software Engineer,Technical Interview,3,Rejected,2025-09-11,Panelist 13,No,Struggled with edge cases in coding round.,Code test failed,9
Candidate 141,Software Engineer,Screening,1,Passed,2025-09-16,,No,,,10
Candidate 141,Software Engineer,Online Assessment,2,Passed,2025-09-23,,No,,,10
Candidate 141,Software Engineer,Technical Interview,3,Passed,2025-09-29,Panelist 11,No,Needs improvement in communication.,,10
Candidate 141,Software Engineer,Managerial Interview,4,Passed,2025-10-01,Panelist 16,No,Needs improvement in time complexity.,,10
Candidate 141,Software Engineer,Offer,5,Passed,2025-10-06,,No,,,10
Candidate 141,Software Engineer,Offer,6,Accepted,2025-10-06,HR Team,No,Offer accepted.,,10
Candidate 142,Software Engineer,Screening,1,Passed,2025-09-11,,No,,,2
Candidate 142,Software Engineer,Online Assessment,2,Passed,2025-09-18,,No,,,2
Candidate 142,Software Engineer,Technical Interview,3,Passed,2025-09-20,Panelist 15,No,"Strong problem-solving, explained DP well.",,2
Candidate 142,Software Engineer,Managerial Interview,4,Rejected,2025-09-20,Panelist 16,No,"Strong problem-solving, explained DP well.",No show/interview abandoned,2
Candidate 143,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,5
Candidate 143,Software Engineer,Online Assessment,2,Passed,2025-10-13,,No,,,5
Candidate 143,Software Engineer,Technical Interview,3,Passed,2025-10-19,Panelist 16,No,Needs improvement in communication.,,5
Candidate 143,Software Engineer,Managerial Interview,4,Passed,2025-10-24,Panelist 23,No,Struggled with edge cases in coding round.,,5
Candidate 143,Software Engineer,Offer,5,Passed,2025-10-25,,No,,,5
Candidate 143,Software Engineer,Offer,6,Accepted,2025-10-25,HR Team,No,Offer accepted.,,5
Candidate 144,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,8
Candidate 144,Software Engineer,Online Assessment,2,Passed,2025-10-19,,No,,,8
Candidate 144,Software Engineer,Technical Interview,3,Passed,2025-10-20,Panelist 9,No,Needs improvement in code clarity.,,8
Candidate 144,Software Engineer,Managerial Interview,4,Passed,2025-10-24,Panelist 20,No,"Strong problem-solving, explained DP well.",,8
Candidate 144,Software Engineer,Offer,5,Passed,2025-10-29,,No,,,8
Candidate 144,Software Engineer,Offer,6,Accepted,2025-10-29,HR Team,No,Offer accepted.,,8
Candidate 145,Software Engineer,Screening,1,Passed,2025-11-14,,No,,,5
Candidate 145,Software Engineer,Online Assessment,2,Passed,2025-11-16,,No,,,5
Candidate 145,Software Engineer,Technical Interview,3,Passed,2025-11-23,Panelist 22,No,Needs improvement in code clarity.,,5
Candidate 145,Software Engineer,Managerial Interview,4,Passed,2025-11-27,Panelist 6,No,Needs improvement in communication.,,5
Candidate 145,Software Engineer,Offer,5,Passed,2025-11-30,,No,,,5
Candidate 145,Software Engineer,Offer,6,Accepted,2025-11-30,HR Team,No,Offer accepted.,,5
Candidate 146,Software Engineer,Screening,1,Passed,2025-11-05,,No,,,8
Candidate 146,Software Engineer,Online Assessment,2,Rejected,2025-11-05,,No,,Insufficient experience,8
Candidate 147,Software Engineer,Screening,1,Passed,2025-10-11,,No,,,8
Candidate 147,Software Engineer,Online Assessment,2,Passed,2025-10-15,,No,,,8
Candidate 147,Software Engineer,Technical Interview,3,Passed,2025-10-17,Panelist 19,No,Needs improvement in code clarity.,,8
Candidate 147,Software Engineer,Managerial Interview,4,Passed,2025-10-24,Panelist 11,No,Needs improvement in communication.,,8
Candidate 147,Software Engineer,Offer,5,Passed,2025-10-28,,No,,,8
Candidate 147,Software Engineer,Offer,6,Accepted,2025-10-28,HR Team,No,Offer accepted.,,8
Candidate 148,Software Engineer,Screening,1,Rejected,2025-11-01,,No,,Insufficient experience,9
Candidate 149,Software Engineer,Screening,1,Passed,2025-11-13,,No,,,10
Candidate 149,Software Engineer,Online Assessment,2,Passed,2025-11-16,,No,,,10
Candidate 149,Software Engineer,Technical Interview,3,Passed,2025-11-19,Panelist 10,No,Needs improvement in code clarity.,,10
Candidate 149,Software Engineer,Managerial Interview,4,Passed,2025-11-26,Panelist 15,No,Needs improvement in code clarity.,,10
Candidate 149,Software Engineer,Offer,5,Passed,2025-12-03,,No,,,10
Candidate 149,Software Engineer,Offer,6,Accepted,2025-12-03,HR Team,No,Offer accepted.,,10
Candidate 150,Software Engineer,Screening,1,Rejected,2025-09-17,,No,,No show/interview abandoned,4
Candidate 151,Software Engineer,Screening,1,Passed,2025-10-24,,No,,,6
Candidate 151,Software Engineer,Online Assessment,2,Passed,2025-10-25,,No,,,6
Candidate 151,Software Engineer,Technical Interview,3,Rejected,2025-10-25,Panelist 22,No,"Strong problem-solving, explained DP well.",Code test failed,6
Candidate 152,Software Engineer,Screening,1,Passed,2025-09-30,,No,,,10
Candidate 152,Software Engineer,Online Assessment,2,Passed,2025-10-05,,No,,,10
Candidate 152,Software Engineer,Technical Interview,3,Passed,2025-10-12,Panelist 9,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 152,Software Engineer,Managerial Interview,4,Passed,2025-10-13,Panelist 4,No,Needs improvement in time complexity.,,10
Candidate 152,Software Engineer,Offer,5,Passed,2025-10-19,,No,,,10
Candidate 152,Software Engineer,Offer,6,Rejected,2025-10-19,HR Team,No,Declined due to delays in process.,Delays in process,10
Candidate 153,Software Engineer,Screening,1,Passed,2025-09-17,,No,,,7
Candidate 153,Software Engineer,Online Assessment,2,Passed,2025-09-18,,No,,,7
Candidate 153,Software Engineer,Technical Interview,3,Rejected,2025-09-18,Panelist 24,No,Struggled with edge cases in coding round.,Insufficient experience,7
Candidate 154,Software Engineer,Screening,1,Passed,2025-10-23,,No,,,2
Candidate 154,Software Engineer,Online Assessment,2,Passed,2025-10-24,,No,,,2
Candidate 154,Software Engineer,Technical Interview,3,Passed,2025-10-30,Panelist 1,No,"Great cultural fit, asked thoughtful questions.",,2
Candidate 154,Software Engineer,Managerial Interview,4,Passed,2025-11-06,Panelist 3,No,Struggled with edge cases in coding round.,,2
Candidate 154,Software Engineer,Offer,5,Passed,2025-11-13,,No,,,2
Candidate 154,Software Engineer,Offer,6,Accepted,2025-11-13,HR Team,No,Offer accepted.,,2
Candidate 155,Software Engineer,Screening,1,Passed,2025-09-21,,No,,,10
Candidate 155,Software Engineer,Online Assessment,2,Passed,2025-09-26,,No,,,10
Candidate 155,Software Engineer,Technical Interview,3,Rejected,2025-09-26,Panelist 13,No,Needs improvement in time complexity.,Cultural misfit,10
Candidate 156,Software Engineer,Screening,1,Passed,2025-09-15,,No,,,7
Candidate 156,Software Engineer,Online Assessment,2,Passed,2025-09-21,,No,,,7
Candidate 156,Software Engineer,Technical Interview,3,Passed,2025-09-25,Panelist 19,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 156,Software Engineer,Managerial Interview,4,Passed,2025-09-30,Panelist 22,No,Struggled with edge cases in coding round.,,7
Candidate 156,Software Engineer,Offer,5,Passed,2025-10-02,,No,,,7
Candidate 156,Software Engineer,Offer,6,Accepted,2025-10-02,HR Team,No,Offer accepted.,,7
Candidate 157,Software Engineer,Screening,1,Passed,2025-11-05,,No,,,10
Candidate 157,Software Engineer,Online Assessment,2,Passed,2025-11-11,,No,,,10
Candidate 157,Software Engineer,Technical Interview,3,Passed,2025-11-14,Panelist 13,No,Excellent domain knowledge in ML pipelines.,,10
Candidate 157,Software Engineer,Managerial Interview,4,Passed,2025-11-21,Panelist 4,No,Struggled with edge cases in coding round.,,10
Candidate 157,Software Engineer,Offer,5,Passed,2025-11-26,,No,,,10
Candidate 157,Software Engineer,Offer,6,Accepted,2025-11-26,HR Team,No,Offer accepted.,,10
Candidate 158,Software Engineer,Screening,1,Passed,2025-10-30,,No,,,6
Candidate 158,Software Engineer,Online Assessment,2,Passed,2025-11-02,,No,,,6
Candidate 158,Software Engineer,Technical Interview,3,Rejected,2025-11-02,Panelist 18,No,"Great cultural fit, asked thoughtful questions.",Role withdrawn,6
Candidate 159,Software Engineer,Screening,1,Passed,2025-10-09,,No,,,4
Candidate 159,Software Engineer,Online Assessment,2,Passed,2025-10-11,,No,,,4
Candidate 159,Software Engineer,Technical Interview,3,Passed,2025-10-13,Panelist 23,No,Needs improvement in time complexity.,,4
Candidate 159,Software Engineer,Managerial Interview,4,Passed,2025-10-18,Panelist 15,No,Struggled with edge cases in coding round.,,4
Candidate 159,Software Engineer,Offer,5,Passed,2025-10-22,,No,,,4
Candidate 159,Software Engineer,Offer,6,Accepted,2025-10-22,HR Team,No,Offer accepted.,,4
Candidate 160,Software Engineer,Screening,1,Passed,2025-11-08,,No,,,5
Candidate 160,Software Engineer,Online Assessment,2,Passed,2025-11-12,,No,,,5
Candidate 160,Software Engineer,Technical Interview,3,Rejected,2025-11-12,Panelist 17,No,Needs improvement in time complexity.,Role withdrawn,5
Candidate 161,Software Engineer,Screening,1,Passed,2025-10-05,,No,,,5
Candidate 161,Software Engineer,Online Assessment,2,Rejected,2025-10-05,,No,,Cultural misfit,5
Candidate 162,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,6
Candidate 162,Software Engineer,Online Assessment,2,Passed,2025-10-18,,No,,,6
Candidate 162,Software Engineer,Technical Interview,3,Passed,2025-10-20,Panelist 7,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 162,Software Engineer,Managerial Interview,4,Passed,2025-10-26,Panelist 17,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 162,Software Engineer,Offer,5,Passed,2025-11-02,,No,,,6
Candidate 162,Software Engineer,Offer,6,Accepted,2025-11-02,HR Team,No,Offer accepted.,,6
Candidate 163,Software Engineer,Screening,1,Passed,2025-09-22,,No,,,9
Candidate 163,Software Engineer,Online Assessment,2,Passed,2025-09-25,,No,,,9
Candidate 163,Software Engineer,Technical Interview,3,Passed,2025-09-26,Panelist 22,No,Needs improvement in code clarity.,,9
Candidate 163,Software Engineer,Managerial Interview,4,Passed,2025-10-03,Panelist 20,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 163,Software Engineer,Offer,5,Passed,2025-10-04,,No,,,9
Candidate 163,Software Engineer,Offer,6,Rejected,2025-10-04,HR Team,No,Declined due to cultural misfit.,Cultural misfit,9
Candidate 164,Software Engineer,Screening,1,Passed,2025-11-12,,No,,,7
Candidate 164,Software Engineer,Online Assessment,2,Passed,2025-11-19,,No,,,7
Candidate 164,Software Engineer,Technical Interview,3,Passed,2025-11-26,Panelist 15,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 164,Software Engineer,Managerial Interview,4,Passed,2025-11-27,Panelist 24,No,"Strong problem-solving, explained DP well.",,7
Candidate 164,Software Engineer,Offer,5,Passed,2025-12-02,,No,,,7
Candidate 164,Software Engineer,Offer,6,Accepted,2025-12-02,HR Team,No,Offer accepted.,,7
Candidate 165,Software Engineer,Screening,1,Passed,2025-09-25,,No,,,9
Candidate 165,Software Engineer,Online Assessment,2,Passed,2025-09-30,,No,,,9
Candidate 165,Software Engineer,Technical Interview,3,Passed,2025-10-02,Panelist 22,No,"Strong problem-solving, explained API design well.",,9
Candidate 165,Software Engineer,Managerial Interview,4,Passed,2025-10-04,Panelist 17,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 165,Software Engineer,Offer,5,Passed,2025-10-07,,No,,,9
Candidate 165,Software Engineer,Offer,6,Accepted,2025-10-07,HR Team,No,Offer accepted.,,9
Candidate 166,Software Engineer,Screening,1,Passed,2025-11-06,,No,,,7
Candidate 166,Software Engineer,Online Assessment,2,Passed,2025-11-10,,No,,,7
Candidate 166,Software Engineer,Technical Interview,3,Passed,2025-11-17,Panelist 8,No,"Strong problem-solving, explained API design well.",,7
Candidate 166,Software Engineer,Managerial Interview,4,Passed,2025-11-21,Panelist 4,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 166,Software Engineer,Offer,5,Passed,2025-11-23,,No,,,7
Candidate 166,Software Engineer,Offer,6,Accepted,2025-11-23,HR Team,No,Offer accepted.,,7
Candidate 167,Software Engineer,Screening,1,Passed,2025-11-10,,No,,,9
Candidate 167,Software Engineer,Online Assessment,2,Passed,2025-11-17,,No,,,9
Candidate 167,Software Engineer,Technical Interview,3,Rejected,2025-11-17,Panelist 22,No,Struggled with edge cases in coding round.,Role withdrawn,9
Candidate 168,Software Engineer,Screening,1,Rejected,2025-10-29,,No,,Poor skill match,7
Candidate 169,Software Engineer,Screening,1,Passed,2025-10-04,,No,,,7
Candidate 169,Software Engineer,Online Assessment,2,Passed,2025-10-05,,No,,,7
Candidate 169,Software Engineer,Technical Interview,3,Passed,2025-10-11,Panelist 13,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 169,Software Engineer,Managerial Interview,4,Passed,2025-10-15,Panelist 3,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 169,Software Engineer,Offer,5,Passed,2025-10-16,,No,,,7
Candidate 169,Software Engineer,Offer,6,Accepted,2025-10-16,HR Team,No,Offer accepted.,,7
Candidate 170,Software Engineer,Screening,1,Passed,2025-09-25,,No,,,8
Candidate 170,Software Engineer,Online Assessment,2,Passed,2025-09-27,,No,,,8
Candidate 170,Software Engineer,Technical Interview,3,Passed,2025-09-28,Panelist 10,No,"Great cultural fit, asked thoughtful questions.",,8
Candidate 170,Software Engineer,Managerial Interview,4,Passed,2025-10-04,Panelist 2,No,"Strong problem-solving, explained API design well.",,8
Candidate 170,Software Engineer,Offer,5,Passed,2025-10-10,,No,,,8
Candidate 170,Software Engineer,Offer,6,Rejected,2025-10-10,HR Team,No,Declined due to offer declined - better opportunity.,Offer declined - better opportunity,8
Candidate 171,Software Engineer,Screening,1,Passed,2025-09-30,,No,,,7
Candidate 171,Software Engineer,Online Assessment,2,Passed,2025-10-05,,No,,,7
Candidate 171,Software Engineer,Technical Interview,3,Passed,2025-10-08,Panelist 15,No,"Great cultural fit, asked thoughtful questions.",,7
Candidate 171,Software Engineer,Managerial Interview,4,Passed,2025-10-12,Panelist 12,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 171,Software Engineer,Offer,5,Passed,2025-10-18,,No,,,7
Candidate 171,Software Engineer,Offer,6,Accepted,2025-10-18,HR Team,No,Offer accepted.,,7
Candidate 172,Software Engineer,Screening,1,Passed,2025-10-14,,No,,,9
Candidate 172,Software Engineer,Online Assessment,2,Passed,2025-10-20,,No,,,9
Candidate 172,Software Engineer,Technical Interview,3,Passed,2025-10-23,Panelist 21,No,"Great cultural fit, asked thoughtful questions.",,9
Candidate 172,Software Engineer,Managerial Interview,4,Rejected,2025-10-23,Panelist 16,No,"Great cultural fit, asked thoughtful questions.",Role withdrawn,9
Candidate 173,Software Engineer,Screening,1,Passed,2025-09-11,,No,,,10
Candidate 173,Software Engineer,Online Assessment,2,Passed,2025-09-16,,No,,,10
Candidate 173,Software Engineer,Technical Interview,3,Passed,2025-09-21,Panelist 9,No,Needs improvement in time complexity.,,10
Candidate 173,Software Engineer,Managerial Interview,4,Rejected,2025-09-21,Panelist 24,No,"Strong problem-solving, explained API design well.",Insufficient experience,10
Candidate 174,Software Engineer,Screening,1,Passed,2025-11-10,,No,,,6
Candidate 174,Software Engineer,Online Assessment,2,Passed,2025-11-12,,No,,,6
Candidate 174,Software Engineer,Technical Interview,3,Passed,2025-11-13,Panelist 24,No,Struggled with edge cases in coding round.,,6
Candidate 174,Software Engineer,Managerial Interview,4,Rejected,2025-11-13,Panelist 22,No,Struggled with edge cases in coding round.,Role withdrawn,6
Candidate 175,Software Engineer,Screening,1,Passed,2025-10-11,,No,,,9
Candidate 175,Software Engineer,Online Assessment,2,Passed,2025-10-15,,No,,,9
